sample number,time,species number,樹種,含水率,4000-4100,4100-4200,4200-4300,4300-4400,4400-4500,4500-4600,4600-4700,4700-4800,4800-4900,4900-5000,5000-5100,5100-5200,5200-5300,5300-5400,5400-5500,5500-5600,5600-5700,5700-5800,5800-5900,5900-6000,6000-6100,6100-6200,6200-6300,6300-6400,6400-6500,6500-6600,6600-6700,6700-6800,6800-6900,6900-7000,7000-7100,7100-7200,7200-7300,7300-7400,7400-7500,7500-7600,7600-7700,7700-7800,7800-7900,7900-8000,8000-8100,8100-8200,8200-8300,8300-8400,8400-8500,8500-8600,8600-8700,8700-8800,8800-8900,8900-9000,9000-9100,9100-9200,9200-9300,9300-9400,9400-9500,9500-9600,9600-9700,9700-9800,9800-9900,9900-10000
11,11,1,イチョウ,168.2795699,0.8146827999999999,0.7680519230769233,0.74121,0.7067573076923078,0.6751088461538461,0.6515884615384616,0.6839607692307693,0.7222288461538462,0.7479565384615385,0.7756250000000002,0.8209953846153847,0.8566996153846156,0.7832688461538461,0.6092134615384615,0.5442712000000001,0.5504026923076922,0.5451584615384614,0.5234284615384616,0.5093088461538462,0.5034492307692308,0.5068823076923077,0.5190503846153847,0.5387065384615385,0.5580076923076922,0.580063076923077,0.6044011538461538,0.6277557692307691,0.6550024000000001,0.6691019230769231,0.6617911538461538,0.6280407692307693,0.5556430769230769,0.46182500000000004,0.41927384615384616,0.404251153846154,0.3812223076923077,0.3636738461538461,0.3542038461538462,0.3511811538461539,0.3511738461538461,0.3529326923076923,0.3560912,0.3585976923076923,0.3591969230769231,0.3559538461538462,0.3516023076923077,0.34299653846153844,0.32431192307692314,0.3059457692307692,0.29705884615384615,0.29558499999999993,0.29484884615384616,0.2936969230769231,0.2930450000000001,0.29329879999999997,0.2948296153846154,0.2972557692307692,0.299308076923077,0.3016588461538462,0.3037292
12,12,1,イチョウ,163.9784946,0.7841208000000001,0.7366096153846153,0.7104573076923077,0.6750588461538464,0.6430380769230768,0.618828076923077,0.6511465384615385,0.6888930769230769,0.713465,0.7402242307692307,0.7862492307692308,0.8230669230769231,0.7477811538461538,0.5734053846153846,0.5110084000000001,0.5174638461538461,0.5125892307692308,0.4913819230769231,0.47791423076923084,0.47208576923076906,0.47506807692307684,0.4867403846153847,0.5058638461538463,0.5242730769230769,0.5455896153846151,0.5689934615384616,0.5915126923076924,0.6183067999999999,0.6321473076923078,0.6248192307692307,0.5908476923076924,0.5194592307692308,0.4297157692307692,0.3893392307692308,0.37524653846153844,0.3534192307692307,0.3367573076923077,0.32775153846153837,0.3249319230769231,0.3250057692307692,0.32657346153846156,0.32961079999999987,0.3320226923076923,0.3325369230769231,0.3293903846153846,0.32499576923076917,0.3167803846153846,0.29896384615384614,0.2815215384615385,0.2731107692307692,0.27175769230769237,0.2709346153846154,0.2697619230769231,0.26922461538461534,0.269452,0.27085538461538455,0.27316615384615384,0.2751142307692308,0.27725115384615384,0.27909880000000004
13,13,1,イチョウ,159.6774194,0.7567832,0.7062384615384615,0.6799588461538462,0.6440142307692308,0.6106396153846155,0.5849630769230768,0.6178680769230769,0.6556826923076924,0.6797930769230771,0.706051923076923,0.7529307692307694,0.7905080769230769,0.7140746153846156,0.5356553846153846,0.47358199999999995,0.4803815384615385,0.47581192307692305,0.45496307692307697,0.4416273076923077,0.4359273076923078,0.438608076923077,0.44993000000000005,0.46883384615384605,0.48698461538461546,0.5080196153846154,0.5314319230769231,0.5542446153846154,0.5814943999999999,0.5952707692307693,0.5876888461538461,0.5528692307692307,0.4803857692307692,0.39236,0.35380576923076923,0.340738076923077,0.320065,0.3044576923076923,0.2960696153846153,0.29345038461538464,0.2935338461538461,0.2949915384615384,0.29792680000000005,0.3001503846153846,0.300695,0.2976976923076922,0.29334499999999997,0.28528846153846155,0.26858653846153846,0.2524215384615384,0.24434961538461542,0.24317153846153847,0.24253038461538462,0.24140730769230773,0.2409230769230769,0.24090720000000007,0.2424169230769231,0.24450807692307686,0.24641423076923072,0.2485419230769231,0.2498836
14,14,1,イチョウ,155.9139785,0.7219903999999998,0.6664442307692308,0.6392411538461539,0.6030811538461538,0.5681103846153845,0.5406265384615383,0.5740646153846153,0.6120492307692307,0.6352638461538462,0.6612011538461539,0.7114588461538461,0.752840769230769,0.6723573076923075,0.4872515384615385,0.42678599999999994,0.43395115384615396,0.4295884615384616,0.4100530769230769,0.3973549999999999,0.3916523076923078,0.393865,0.4048311538461539,0.4231023076923078,0.4404196153846154,0.4605288461538461,0.48311923076923075,0.5059423076923076,0.5332668000000002,0.5471661538461536,0.5393873076923076,0.5035476923076923,0.4310026923076923,0.34747000000000006,0.3116980769230769,0.29999538461538466,0.2811523076923077,0.267115,0.25962923076923083,0.25726115384615383,0.25725807692307695,0.25861653846153837,0.26138480000000003,0.26338538461538463,0.2638223076923077,0.2609711538461539,0.2568942307692308,0.24929576923076918,0.23391846153846155,0.21928769230769235,0.21187961538461536,0.21088846153846152,0.21058192307692306,0.20953615384615382,0.20895307692307696,0.20884000000000003,0.21025076923076924,0.21213115384615389,0.21368115384615388,0.21543384615384614,0.21667600000000004
15,15,1,イチョウ,151.6129032,0.6998291999999999,0.6333826923076924,0.6045146153846154,0.5666519230769231,0.5294161538461538,0.4995480769230769,0.5346476923076925,0.5735776923076924,0.596776923076923,0.6230557692307692,0.6767699999999999,0.7219473076923077,0.6374257692307691,0.44175730769230775,0.382126,0.38978653846153843,0.38554923076923064,0.3667973076923078,0.3546092307692307,0.3488573076923077,0.3505176923076923,0.36126576923076925,0.37958961538461533,0.3965346153846155,0.4160242307692308,0.4383719230769232,0.461488076923077,0.48953600000000014,0.503646923076923,0.4957042307692308,0.4583626923076922,0.3839557692307692,0.30313961538461537,0.26987307692307694,0.25946692307692315,0.24224884615384615,0.22952576923076926,0.2228992307692308,0.2208207692307692,0.22081499999999996,0.22197884615384617,0.22453519999999996,0.22649576923076917,0.22689923076923077,0.22401384615384615,0.22024038461538462,0.21303076923076925,0.19880653846153845,0.1857873076923077,0.17894000000000002,0.1782319230769231,0.17803192307692306,0.17727384615384614,0.17663615384615386,0.17675279999999996,0.17767576923076922,0.17937423076923079,0.1807123076923077,0.1820884615384615,0.1829548
16,16,1,イチョウ,147.311828,0.6655867999999999,0.600276153846154,0.5709757692307693,0.5326153846153846,0.49388230769230784,0.4620146153846153,0.4987257692307691,0.5379973076923077,0.5601007692307693,0.586105,0.642765,0.6914,0.6030692307692308,0.400195,0.34190079999999995,0.3500169230769231,0.346096923076923,0.32794038461538466,0.3160815384615384,0.3103642307692308,0.3116234615384616,0.3220457692307693,0.340528076923077,0.3572303846153846,0.37617500000000004,0.39786230769230774,0.4209165384615385,0.44919039999999993,0.4634303846153846,0.4550819230769231,0.41659615384615384,0.3412853846153846,0.26298038461538464,0.23151423076923078,0.22201769230769233,0.20597346153846152,0.19436307692307697,0.18832500000000002,0.18659846153846155,0.1865338461538462,0.18774692307692312,0.19021919999999995,0.19213153846153844,0.19236,0.18963307692307693,0.18595923076923082,0.1790503846153846,0.1659334615384615,0.1540334615384615,0.1476546153846154,0.14712923076923076,0.14711153846153843,0.14651076923076925,0.14587769230769226,0.14574040000000005,0.146765,0.14829,0.14934,0.15056461538461538,0.1513684
17,17,1,イチョウ,143.5483871,0.6226015999999999,0.5520769230769231,0.5238992307692308,0.486206923076923,0.4467580769230771,0.4129873076923077,0.45097769230769225,0.4892961538461537,0.5076946153846152,0.5310303846153847,0.5893999999999999,0.6421984615384615,0.5493096153846154,0.3463557692307692,0.293534,0.30230076923076915,0.2988315384615384,0.2822330769230769,0.27137346153846165,0.2656776923076923,0.26639461538461534,0.27638153846153846,0.2943819230769231,0.3101865384615384,0.32756576923076924,0.3472742307692308,0.3684669230769231,0.3956556,0.409005,0.4004365384615385,0.3617165384615385,0.2883588461538461,0.21702153846153852,0.1889142307692308,0.1808046153846154,0.16657653846153847,0.1565403846153846,0.15143153846153848,0.15016538461538464,0.1501026923076923,0.1511519230769231,0.15353880000000003,0.1553623076923077,0.15554192307692313,0.15297769230769231,0.14926999999999999,0.1429573076923077,0.1313276923076923,0.121035,0.11519423076923076,0.11483961538461537,0.11503153846153849,0.11448307692307691,0.11388115384615385,0.11378120000000001,0.11469730769230768,0.11600576923076923,0.11677884615384616,0.11765346153846151,0.1183992
18,18,1,イチョウ,139.7849462,0.5787836,0.5050988461538461,0.47880538461538447,0.44233807692307686,0.4021826923076924,0.36625,0.4052642307692308,0.4419361538461538,0.45598461538461543,0.4753061538461539,0.5357150000000002,0.5933661538461539,0.49502730769230774,0.29337576923076913,0.24753640000000005,0.2570688461538461,0.25423499999999993,0.23944884615384618,0.22980307692307692,0.2242203846153846,0.2242353846153846,0.2335153846153846,0.25092807692307695,0.2654719230769231,0.28088576923076924,0.2980280769230769,0.3169107692307693,0.34235479999999996,0.3543934615384616,0.3456138461538461,0.3067880769230769,0.23629038461538462,0.17369269230769227,0.14960346153846157,0.14315615384615382,0.13080153846153844,0.12239653846153847,0.11821423076923075,0.11739192307692309,0.11743384615384614,0.11836153846153848,0.12057599999999999,0.12232076923076923,0.12249307692307693,0.11993576923076923,0.11645923076923077,0.11050230769230768,0.1002480769230769,0.09155538461538462,0.0864026923076923,0.08629615384615384,0.08675384615384615,0.08626076923076924,0.0856873076923077,0.08543440000000001,0.08636884615384616,0.08747576923076925,0.08804499999999998,0.08855846153846156,0.08892199999999999
19,19,1,イチョウ,136.0215054,0.5412232,0.4637503846153846,0.44004,0.40538038461538456,0.36579615384615394,0.3280538461538462,0.3673192307692309,0.4018819230769231,0.4107592307692309,0.4247896153846153,0.48440346153846153,0.5443265384615386,0.4432984615384615,0.24884115384615385,0.2097032,0.22021923076923075,0.21798961538461545,0.20447307692307698,0.19572653846153842,0.1902765384615385,0.18970423076923076,0.1985415384615385,0.2155803846153846,0.22892653846153846,0.24263384615384617,0.25742,0.2738769230769231,0.2971232,0.3077138461538461,0.2988611538461538,0.26041153846153847,0.19317730769230773,0.13807999999999998,0.1171503846153846,0.11195192307692305,0.10117923076923076,0.09398153846153848,0.09055384615384615,0.09016692307692308,0.09033576923076923,0.09116230769230768,0.09330280000000003,0.09496192307692305,0.09511576923076921,0.09273846153846152,0.08939346153846153,0.08372807692307695,0.07454307692307695,0.06728807692307692,0.06254346153846155,0.06258076923076925,0.06314846153846154,0.06289076923076924,0.062316538461538465,0.0619684,0.06266961538461538,0.06387615384615386,0.06420807692307692,0.06453115384615384,0.06459960000000001
20,20,1,イチョウ,132.2580645,0.5068648,0.4294030769230769,0.4082361538461538,0.37514461538461547,0.33530653846153835,0.29602884615384617,0.3353619230769231,0.36849769230769236,0.37292884615384625,0.38186346153846146,0.43992884615384625,0.5007007692307692,0.3984042307692308,0.21041384615384612,0.17727320000000002,0.1885673076923077,0.1869046153846154,0.17461115384615378,0.16654423076923075,0.16101115384615383,0.15993230769230765,0.16837346153846156,0.18542076923076925,0.19817923076923077,0.2102730769230769,0.22327730769230772,0.23771461538461536,0.25911439999999997,0.26818961538461544,0.2591826923076923,0.22071730769230768,0.15564499999999998,0.10671923076923077,0.08842499999999999,0.08431769230769229,0.07476961538461538,0.06870346153846153,0.06591269230769231,0.06580961538461538,0.06597115384615383,0.06685115384615384,0.06899840000000002,0.07063153846153848,0.07067384615384616,0.06839269230769232,0.06516076923076922,0.059703461538461546,0.051461923076923086,0.04532692307692307,0.0409776923076923,0.041192692307692305,0.041931923076923075,0.041731538461538466,0.041207692307692306,0.0409112,0.041626923076923075,0.042464230769230775,0.04284346153846154,0.042964615384615386,0.042977600000000005
21,21,1,イチョウ,129.0322581,0.4906135999999999,0.4124080769230769,0.39217961538461543,0.36009807692307694,0.31980923076923073,0.2789457692307692,0.3191269230769231,0.35189192307692313,0.35329730769230766,0.3595619230769231,0.4175230769230769,0.4791365384615386,0.37534115384615385,0.18762538461538464,0.15732680000000002,0.16920961538461537,0.1681215384615385,0.15623153846153848,0.1484969230769231,0.1428692307692308,0.14137384615384613,0.1496080769230769,0.16710807692307691,0.17981653846153847,0.19153,0.20389192307692308,0.21754423076923077,0.2383208,0.24678923076923073,0.2376992307692308,0.1981903846153846,0.1324688461538462,0.08601346153846155,0.06891307692307692,0.06497115384615385,0.05591538461538462,0.05050653846153847,0.048189230769230776,0.0484596153846154,0.04881115384615385,0.049671538461538475,0.05179240000000001,0.05350423076923076,0.053593461538461534,0.051258076923076934,0.04808846153846153,0.04279153846153845,0.03500961538461538,0.029585769230769228,0.025443846153846154,0.025804230769230777,0.026626153846153848,0.026576923076923078,0.02609692307692308,0.0257288,0.026461538461538463,0.027424230769230767,0.027672692307692308,0.027728846153846153,0.027639999999999998
22,22,1,イチョウ,125.2688172,0.4831343999999999,0.4038407692307692,0.3846476923076923,0.3528234615384615,0.3120976923076923,0.27081999999999995,0.31141923076923067,0.3439953846153846,0.34392653846153853,0.3486011538461537,0.40594576923076925,0.46747884615384616,0.36344000000000004,0.1756446153846154,0.14632959999999998,0.15861346153846156,0.1578061538461539,0.14606038461538462,0.13849,0.1327123076923077,0.13096538461538465,0.13924461538461536,0.15739384615384613,0.17024615384615382,0.18167576923076922,0.19394269230769237,0.20756923076923076,0.2282392,0.23639884615384618,0.22703230769230764,0.1868388461538461,0.1197,0.07347923076923077,0.05676192307692307,0.05269,0.04372923076923078,0.03859846153846154,0.0366023076923077,0.03703192307692307,0.037520769230769226,0.03856307692307692,0.040768000000000006,0.04257615384615386,0.042673846153846146,0.040343076923076926,0.037106538461538455,0.03172423076923077,0.024263076923076925,0.01926076923076923,0.015343461538461538,0.015732692307692305,0.01663576923076923,0.016634615384615383,0.01622346153846154,0.015945200000000003,0.01662615384615385,0.017667307692307694,0.017819999999999996,0.01791576923076923,0.017780800000000003
23,23,1,イチョウ,122.0430108,0.4756396000000001,0.39792192307692303,0.37985461538461546,0.3483696153846153,0.30755769230769237,0.2661173076923078,0.3070134615384615,0.3393530769230769,0.33835384615384617,0.34192115384615385,0.39862461538461536,0.45965769230769227,0.3558311538461539,0.16907076923076925,0.140286,0.15276923076923074,0.1522076923076923,0.14042000000000002,0.13296307692307693,0.12702230769230766,0.1250026923076923,0.13349461538461538,0.15210615384615386,0.16509346153846155,0.17648615384615385,0.18841230769230768,0.20200923076923075,0.22257119999999997,0.23061923076923072,0.22107038461538456,0.18061192307692306,0.11253192307692307,0.06622153846153846,0.04961846153846155,0.045376923076923086,0.036428846153846145,0.03130461538461539,0.029554999999999998,0.030136923076923075,0.030698076923076918,0.03194076923076923,0.0342364,0.03607115384615384,0.03615115384615385,0.03383153846153846,0.03052576923076923,0.025206538461538457,0.017837307692307694,0.012921153846153848,0.009163846153846154,0.009632692307692306,0.010641538461538463,0.010731538461538459,0.010280000000000003,0.010052400000000001,0.010740000000000001,0.011706153846153847,0.011980769230769229,0.012042692307692308,0.0118176
24,24,1,イチョウ,118.8172043,0.47114280000000003,0.39379769230769246,0.3764076923076922,0.3452115384615384,0.304465,0.26303884615384615,0.3039892307692308,0.33605807692307693,0.3343503846153846,0.3369765384615385,0.39308115384615383,0.45350846153846164,0.35020538461538453,0.16482769230769231,0.1365,0.14915,0.1486807692307692,0.13694730769230767,0.1295073076923077,0.12354384615384616,0.1212323076923077,0.12984076923076923,0.14884423076923078,0.16195153846153848,0.17331499999999997,0.18494461538461537,0.19843730769230777,0.21883280000000002,0.2268134615384615,0.2172646153846154,0.17658884615384615,0.10801884615384617,0.06144615384615383,0.044902692307692296,0.04045230769230769,0.03147269230769231,0.02639653846153846,0.024760769230769232,0.02549346153846154,0.02608346153846154,0.027424999999999998,0.029906000000000002,0.031882307692307696,0.03189076923076923,0.029560769230769238,0.026223461538461536,0.02085384615384615,0.013568076923076922,0.008802307692307693,0.005004615384615384,0.005631538461538461,0.006744999999999999,0.006860384615384614,0.006467692307692309,0.006238000000000001,0.006975769230769231,0.00795807692307692,0.008303076923076923,0.008225769230769231,0.008096
